ngram,inf_count,mis_count,total_app,mis_freq
n jul,81,153,234,0.653846153846154
nternational vie,27,51,78,0.653846153846154
ollowing i,27,51,78,0.653846153846154
ont ge,18,34,52,0.653846153846154
our commen,27,51,78,0.653846153846154
hey d,35,66,101,0.653465346534654
 fathe,26,49,75,0.653333333333333
ow d,26,49,75,0.653333333333333
une 2,69,130,199,0.653266331658292
anufactured b,17,32,49,0.653061224489796
ou ma,85,160,245,0.653061224489796
overage o,17,32,49,0.653061224489796
3 200,59,111,170,0.652941176470588
iddle eas,59,111,170,0.652941176470588
ithout th,25,47,72,0.652777777777778
n ohi,25,47,72,0.652777777777778
ports financ,25,47,72,0.652777777777778
rom yaho,25,47,72,0.652777777777778
iked thi,83,156,239,0.652719665271967
l gor,33,62,95,0.652631578947369
oading relate,33,62,95,0.652631578947369
 mothe,32,60,92,0.652173913043478
gain ,16,30,46,0.652173913043478
ime t,80,150,230,0.652173913043478
n 192,16,30,46,0.652173913043478
ost yo,16,30,46,0.652173913043478
uicide bombe,16,30,46,0.652173913043478
ame a,39,73,112,0.651785714285714
 197,31,58,89,0.651685393258427
aped b,23,43,66,0.651515151515152
as goin,23,43,66,0.651515151515152
conomic valu,23,43,66,0.651515151515152
hings tha,23,43,66,0.651515151515152
o wa,61,114,175,0.651428571428571
acts an,15,28,43,0.651162790697675
end i,15,28,43,0.651162790697675
esearch an,15,28,43,0.651162790697675
oth o,15,28,43,0.651162790697675
m o,52,97,149,0.651006711409396
 3,59,110,169,0.650887573964497
ate oc,22,41,63,0.650793650793651
eed o,22,41,63,0.650793650793651
 florid,29,54,83,0.650602409638554
he associate,29,54,83,0.650602409638554
ather o,36,67,103,0.650485436893204
illed b,72,134,206,0.650485436893204
rump supporter,36,67,103,0.650485436893204
ay 2,107,199,306,0.650326797385621
n tha,99,184,283,0.65017667844523
ange o,14,26,40,0.65
arlier mont,14,26,40,0.65
ec 200,21,39,60,0.65
election o,14,26,40,0.65
o reaso,14,26,40,0.65
omputer securit,14,26,40,0.65
or abou,14,26,40,0.65
owl o,14,26,40,0.65
 point,48,89,137,0.64963503649635
n nort,34,63,97,0.649484536082474
ainstream medi,61,113,174,0.649425287356322
 hospita,27,50,77,0.649350649350649
elp feedbac,27,50,77,0.649350649350649
nformation abou,47,87,134,0.649253731343284
 nee,20,37,57,0.649122807017544
ater ,20,37,57,0.649122807017544
ill fin,20,37,57,0.649122807017544
or an,40,74,114,0.649122807017544
rticle poste,20,37,57,0.649122807017544
iled unde,46,85,131,0.648854961832061
004 i,13,24,37,0.648648648648649
ace ,13,24,37,0.648648648648649
ank searc,13,24,37,0.648648648648649
ave the,13,24,37,0.648648648648649
creen flick,26,48,74,0.648648648648649
est ban,13,24,37,0.648648648648649
fficial sit,13,24,37,0.648648648648649
he senat,26,48,74,0.648648648648649
hese peopl,13,24,37,0.648648648648649
is victim,13,24,37,0.648648648648649
liver nort,13,24,37,0.648648648648649
or mor,65,120,185,0.648648648648649
our mone,13,24,37,0.648648648648649
rue clai,13,24,37,0.648648648648649
ueries ran,13,24,37,0.648648648648649
ut mor,26,48,74,0.648648648648649
ven mor,26,48,74,0.648648648648649
ver sinc,26,48,74,0.648648648648649
ohn kerr,58,107,165,0.648484848484848
hose wh,147,271,418,0.648325358851675
ad jus,19,35,54,0.648148148148148
as fire,19,35,54,0.648148148148148
n eas,19,35,54,0.648148148148148
n fir,19,35,54,0.648148148148148
he ful,50,92,142,0.647887323943662
o issu,25,46,71,0.647887323943662
ountry i,25,46,71,0.647887323943662
ost repl,87,160,247,0.647773279352227
ut hi,31,57,88,0.647727272727273
 comment,166,305,471,0.64755838641189
 america,12,22,34,0.647058823529412
alifornia i,18,33,51,0.647058823529412
aptures ,12,22,34,0.647058823529412
eed i,12,22,34,0.647058823529412
etails abou,12,22,34,0.647058823529412
evel o,12,22,34,0.647058823529412
f interes,12,22,34,0.647058823529412
f ne,72,132,204,0.647058823529412
he n,12,22,34,0.647058823529412
ith presiden,18,33,51,0.647058823529412
n 4,12,22,34,0.647058823529412
n erro,12,22,34,0.647058823529412
nd loca,12,22,34,0.647058823529412
now wh,24,44,68,0.647058823529412
o other,12,22,34,0.647058823529412
omes wit,12,22,34,0.647058823529412
orking a,12,22,34,0.647058823529412
orlds bigges,12,22,34,0.647058823529412
s kille,12,22,34,0.647058823529412
n ou,119,218,337,0.646884272997033
f on,65,119,184,0.646739130434783
an dieg,41,75,116,0.646551724137931
ere fo,23,42,65,0.646153846153846
ind ,63,115,178,0.646067415730337
 doze,17,31,48,0.645833333333333
ffer t,17,31,48,0.645833333333333
in o,17,31,48,0.645833333333333
isit homepag,17,31,48,0.645833333333333
bout internationa,28,51,79,0.645569620253165
erm i,28,51,79,0.645569620253165
y he,28,51,79,0.645569620253165
 do,105,191,296,0.64527027027027
007 locatio,22,40,62,0.645161290322581
ere foun,22,40,62,0.645161290322581
isplay mode,27,49,76,0.644736842105263
lickr tool,27,49,76,0.644736842105263
ools hel,27,49,76,0.644736842105263
or us,27,49,76,0.644736842105263
ont thin,43,78,121,0.644628099173554
 bal,16,29,45,0.644444444444445
 minimu,16,29,45,0.644444444444445
012 i,16,29,45,0.644444444444445
ampaign chairma,16,29,45,0.644444444444445
eam membe,16,29,45,0.644444444444445
ff wit,16,29,45,0.644444444444445
he tal,16,29,45,0.644444444444445
isease contro,16,29,45,0.644444444444445
ne tim,16,29,45,0.644444444444445
o doub,16,29,45,0.644444444444445
olitics governmen,16,29,45,0.644444444444445
orn wit,16,29,45,0.644444444444445
he cas,79,143,222,0.644144144144144
mt 2,21,38,59,0.64406779661017
his lin,26,47,73,0.643835616438356
way wit,26,47,73,0.643835616438356
he sai,31,56,87,0.64367816091954
ews u,46,83,129,0.643410852713178
n 198,92,166,258,0.643410852713178
 u,132,238,370,0.643243243243243
 seriou,15,27,42,0.642857142857143
006 a,15,27,42,0.642857142857143
ebsite an,15,27,42,0.642857142857143
eird new,20,36,56,0.642857142857143
er lif,15,27,42,0.642857142857143
evels o,25,45,70,0.642857142857143
hats no,15,27,42,0.642857142857143
his ma,25,45,70,0.642857142857143
inner o,15,27,42,0.642857142857143
ith yo,30,54,84,0.642857142857143
lease ente,15,27,42,0.642857142857143
n australia,15,27,42,0.642857142857143
o caus,15,27,42,0.642857142857143
onations t,15,27,42,0.642857142857143
ould ge,30,54,84,0.642857142857143
wner o,20,36,56,0.642857142857143
errorist attack,74,133,207,0.642512077294686
ecame ,39,70,109,0.642201834862385
he cit,92,165,257,0.642023346303502
illary clinton,86,154,240,0.641666666666667
eeks t,19,34,53,0.641509433962264
hen i,109,195,304,0.641447368421053
sing ,52,93,145,0.641379310344828
o wi,33,59,92,0.641304347826087
op o,47,84,131,0.641221374045801
 0,14,25,39,0.641025641025641
ay ma,14,25,39,0.641025641025641
ne natio,14,25,39,0.641025641025641
reddie gra,14,25,39,0.641025641025641
tates marin,14,25,39,0.641025641025641
 dangerou,37,66,103,0.640776699029126
ut b,37,66,103,0.640776699029126
acebook accoun,23,41,64,0.640625
epresent th,23,41,64,0.640625
he phon,23,41,64,0.640625
roducts mor,23,41,64,0.640625
round worl,23,41,64,0.640625
he gam,55,98,153,0.640522875816993
ear an,32,57,89,0.640449438202247
own t,32,57,89,0.640449438202247
3 1,18,32,50,0.64
aily mai,45,80,125,0.64
nd ye,18,32,50,0.64
rug dealer,18,32,50,0.64
se you,18,32,50,0.64
wo day,27,48,75,0.64
he compan,121,215,336,0.639880952380952
ar cras,49,87,136,0.639705882352941
f wha,40,71,111,0.63963963963964
ompany tha,31,55,86,0.63953488372093
any year,22,39,61,0.639344262295082
ay a,44,78,122,0.639344262295082
ncludes ,22,39,61,0.639344262295082
ypes o,35,62,97,0.639175257731959
6 200,96,170,266,0.639097744360902
 fu,13,23,36,0.638888888888889
ir trave,13,23,36,0.638888888888889
is parent,13,23,36,0.638888888888889
nd fre,13,23,36,0.638888888888889
ob an,13,23,36,0.638888888888889
p ,91,161,252,0.638888888888889
urned i,13,23,36,0.638888888888889
ost ,147,260,407,0.638820638820639
n japa,56,99,155,0.638709677419355
ews o,60,106,166,0.63855421686747
 fre,111,196,307,0.638436482084691
4 1,17,30,47,0.638297872340426
eferred t,51,90,141,0.638297872340426
he tea,17,30,47,0.638297872340426
in th,17,30,47,0.638297872340426
lint eastwoo,34,60,94,0.638297872340426
orth texa,17,30,47,0.638297872340426
usiness financ,17,30,47,0.638297872340426
nd whit,38,67,105,0.638095238095238
s fla,38,67,105,0.638095238095238
v sho,38,67,105,0.638095238095238
ack ,21,37,58,0.637931034482759
e hear,21,37,58,0.637931034482759
esults o,21,37,58,0.637931034482759
iews o,21,37,58,0.637931034482759
uring worl,25,44,69,0.63768115942029
o fil,33,58,91,0.637362637362637
rite ,33,58,91,0.637362637362637
 alway,24,42,66,0.636363636363636
 clea,16,28,44,0.636363636363636
 frenc,12,21,33,0.636363636363636
007 th,16,28,44,0.636363636363636
age i,36,63,99,0.636363636363636
ake on,12,21,33,0.636363636363636
ark th,12,21,33,0.636363636363636
e hel,12,21,33,0.636363636363636
egistered use,20,35,55,0.636363636363636
elect pos,12,21,33,0.636363636363636
eople woul,16,28,44,0.636363636363636
hat migh,24,42,66,0.636363636363636
he decisio,12,21,33,0.636363636363636
he li,12,21,33,0.636363636363636
his b,12,21,33,0.636363636363636
hows u,16,28,44,0.636363636363636
ile ,12,21,33,0.636363636363636
ince the,16,28,44,0.636363636363636
laced i,16,28,44,0.636363636363636
n ange,12,21,33,0.636363636363636
n mos,16,28,44,0.636363636363636
o si,12,21,33,0.636363636363636
olice an,12,21,33,0.636363636363636
ompany ,20,35,55,0.636363636363636
ools displa,20,35,55,0.636363636363636
oted tha,16,28,44,0.636363636363636
ranscript o,20,35,55,0.636363636363636
rayer an,12,21,33,0.636363636363636
riends i,16,28,44,0.636363636363636
s republica,12,21,33,0.636363636363636
sa toda,28,49,77,0.636363636363636
sing a,12,21,33,0.636363636363636
vailable o,16,28,44,0.636363636363636
veryone els,16,28,44,0.636363636363636
yes an,12,21,33,0.636363636363636
he followin,217,379,596,0.635906040268456
ike i,51,89,140,0.635714285714286
nd the,187,326,513,0.635477582846004
 fin,35,61,96,0.635416666666667
bout wha,31,54,85,0.635294117647059
ere th,54,94,148,0.635135135135135
he hea,54,94,148,0.635135135135135
 canadia,23,40,63,0.634920634920635
ahoo product,23,40,63,0.634920634920635
eclined t,19,33,52,0.634615384615385
n londo,19,33,52,0.634615384615385
old t,19,33,52,0.634615384615385
redit card,19,33,52,0.634615384615385
hat t,34,59,93,0.634408602150538
 joh,15,26,41,0.634146341463415
etween ,15,26,41,0.634146341463415
iscovered th,15,26,41,0.634146341463415
olice stat,15,26,41,0.634146341463415
ollowing th,30,52,82,0.634146341463415
other o,30,52,82,0.634146341463415
e mad,56,97,153,0.633986928104575
s mad,41,71,112,0.633928571428571
 bus,253,438,691,0.633863965267728
hreatened t,26,45,71,0.633802816901409
our ow,78,135,213,0.633802816901409
ttempt t,55,95,150,0.633333333333333
ver an,22,38,60,0.633333333333333
ill neve,29,50,79,0.632911392405063
uy i,29,50,79,0.632911392405063
earch th,18,31,49,0.63265306122449
he phras,54,93,147,0.63265306122449
o donat,18,31,49,0.63265306122449
ost a,18,31,49,0.63265306122449
rom snope,72,124,196,0.63265306122449
ith i,50,86,136,0.632352941176471
s tru,110,189,299,0.632107023411371
en an,39,67,106,0.632075471698113
ational securit,46,79,125,0.632
n o,137,235,372,0.631720430107527
 christma,28,48,76,0.631578947368421
 you,14,24,38,0.631578947368421
as statio,14,24,38,0.631578947368421
cam victi,14,24,38,0.631578947368421
ecurity spa,14,24,38,0.631578947368421
he gree,28,48,76,0.631578947368421
n suppor,14,24,38,0.631578947368421
o go,28,48,76,0.631578947368421
ope yo,14,24,38,0.631578947368421
or it,35,60,95,0.631578947368421
f ho,45,77,122,0.631147540983607
f som,31,53,84,0.630952380952381
he texa,31,53,84,0.630952380952381
orld wa,117,200,317,0.630914826498423
ttorney genera,75,128,203,0.630541871921182
 scen,17,29,46,0.630434782608696
earch querie,34,58,92,0.630434782608696
egardless o,17,29,46,0.630434782608696
ent i,17,29,46,0.630434782608696
he ic,17,29,46,0.630434782608696
hought tha,17,29,46,0.630434782608696
iew comment,34,58,92,0.630434782608696
n whit,17,29,46,0.630434782608696
og ou,17,29,46,0.630434782608696
ompared t,17,29,46,0.630434782608696
ew yor,653,1113,1766,0.630237825594564
et ri,27,46,73,0.63013698630137
eplies t,91,155,246,0.630081300813008
aily new,40,68,108,0.62962962962963
f ther,20,34,54,0.62962962962963
ar i,113,192,305,0.629508196721312
 like,23,39,62,0.629032258064516
ravel yaho,23,39,62,0.629032258064516
ecret servic,62,105,167,0.62874251497006
 teenage,26,44,70,0.628571428571429
e wen,13,22,35,0.628571428571429
ears ha,13,22,35,0.628571428571429
ext stor,13,22,35,0.628571428571429
orld spor,13,22,35,0.628571428571429
rump campaig,26,44,70,0.628571428571429
s busines,13,22,35,0.628571428571429
f stat,55,93,148,0.628378378378378
bout blo,16,27,43,0.627906976744186
eaths o,16,27,43,0.627906976744186
he picture,16,27,43,0.627906976744186
imes reporte,16,27,43,0.627906976744186
s sh,32,54,86,0.627906976744186
ure t,16,27,43,0.627906976744186
omething lik,35,59,94,0.627659574468085
lay vide,54,91,145,0.627586206896552
n washingto,73,123,196,0.627551020408163
lane cras,19,32,51,0.627450980392157
olice sa,19,32,51,0.627450980392157
ood ide,19,32,51,0.627450980392157
ou fin,19,32,51,0.627450980392157
xample snippe,19,32,51,0.627450980392157
ead abou,22,37,59,0.627118644067797
ext presiden,22,37,59,0.627118644067797
f childre,22,37,59,0.627118644067797
ight ,25,42,67,0.626865671641791
re bein,53,89,142,0.626760563380282
arch 200,62,104,166,0.626506024096386
resident georg,123,206,329,0.626139817629179
he mor,46,77,123,0.626016260162602
 custome,21,35,56,0.625
 reporte,15,25,40,0.625
arried ,21,35,56,0.625
as banne,24,40,64,0.625
ases o,30,50,80,0.625
er an,21,35,56,0.625
ext wee,15,25,40,0.625
hat di,15,25,40,0.625
he docto,15,25,40,0.625
he latte,15,25,40,0.625
he vehicl,15,25,40,0.625
hether th,15,25,40,0.625
hich h,48,80,128,0.625
ilm t,21,35,56,0.625
lay th,18,30,48,0.625
laying card,15,25,40,0.625
n foo,21,35,56,0.625
o dea,18,30,48,0.625
o remov,69,115,184,0.625
ohn lenno,33,55,88,0.625
onder i,15,25,40,0.625
ot m,15,25,40,0.625
pecial feature,15,25,40,0.625
ree speec,27,45,72,0.625
tate departmen,42,70,112,0.625
tate senato,18,30,48,0.625
ver hi,27,45,72,0.625
ebruary 2,50,83,133,0.62406015037594
eft i,47,78,125,0.624
iew o,41,68,109,0.623853211009174
lace o,38,63,101,0.623762376237624
nd kille,70,116,186,0.623655913978495
omen wh,35,58,93,0.623655913978495
n plac,29,48,77,0.623376623376623
ull stor,29,48,77,0.623376623376623
ahoo yaho,26,43,69,0.623188405797102
 gam,23,38,61,0.622950819672131
o navigatio,23,38,61,0.622950819672131
ocial scienc,23,38,61,0.622950819672131
e wrot,20,33,53,0.622641509433962
nd s,40,66,106,0.622641509433962
egister t,17,28,45,0.622222222222222
gnore th,17,28,45,0.622222222222222
he christma,17,28,45,0.622222222222222
he though,17,28,45,0.622222222222222
y d,34,56,90,0.622222222222222
 le,31,51,82,0.621951219512195
upport fo,31,51,82,0.621951219512195
 forme,56,92,148,0.621621621621622
 hous,28,46,74,0.621621621621622
a i,14,23,37,0.621621621621622
ain pag,14,23,37,0.621621621621622
alware threat,14,23,37,0.621621621621622
ecurity malwar,14,23,37,0.621621621621622
hem bu,14,23,37,0.621621621621622
hreats emai,14,23,37,0.621621621621622
hy h,14,23,37,0.621621621621622
ictim storie,14,23,37,0.621621621621622
n texa,56,92,148,0.621621621621622
ncluded ,28,46,74,0.621621621621622
omment repor,14,23,37,0.621621621621622
ontrol extra,14,23,37,0.621621621621622
ot topic,14,23,37,0.621621621621622
pam contro,14,23,37,0.621621621621622
tories nutshel,14,23,37,0.621621621621622
utshell specia,14,23,37,0.621621621621622
xtras sca,14,23,37,0.621621621621622
orld o,39,64,103,0.621359223300971
llegal immigrant,61,100,161,0.62111801242236
n 194,36,59,95,0.621052631578947
ealth scienc,33,54,87,0.620689655172414
eleased i,22,36,58,0.620689655172414
he bus,22,36,58,0.620689655172414
ichelle obama,22,36,58,0.620689655172414
nvolved i,33,54,87,0.620689655172414
ong ag,22,36,58,0.620689655172414
ontents o,22,36,58,0.620689655172414
 penn,19,31,50,0.62
 visi,19,31,50,0.62
s thei,19,31,50,0.62
he pres,27,44,71,0.619718309859155
hotos an,27,44,71,0.619718309859155
ith tha,27,44,71,0.619718309859155
ages o,16,26,42,0.619047619047619
ell ,48,78,126,0.619047619047619
s ai,16,26,42,0.619047619047619
ush an,24,39,63,0.619047619047619
ietnam wa,37,60,97,0.618556701030928
ow an,37,60,97,0.618556701030928
